en,extension,file,gen,id,length
Lark Sparrow,.wav,https://xeno-canto.org/791866/download,Chondestes,791866,2:14
Lark Sparrow,.mp3,https://xeno-canto.org/776442/download,Chondestes,776442,8:08
Lark Sparrow,.mp3,https://xeno-canto.org/741487/download,Chondestes,741487,0:26
Lark Sparrow,.mp3,https://xeno-canto.org/720643/download,Chondestes,720643,1:00
Lark Sparrow,.mp3,https://xeno-canto.org/707939/download,Chondestes,707939,0:22
Lazuli Bunting,.mp3,https://xeno-canto.org/776674/download,Passerina,776674,2:11
Lazuli Bunting,.mp3,https://xeno-canto.org/776673/download,Passerina,776673,0:16
Lazuli Bunting,.mp3,https://xeno-canto.org/764923/download,Passerina,764923,3:10
Lazuli Bunting,.mp3,https://xeno-canto.org/744134/download,Passerina,744134,3:14
Lazuli Bunting,.mp3,https://xeno-canto.org/741543/download,Passerina,741543,1:11
Least Bittern,.mp3,https://xeno-canto.org/720742/download,Ixobrychus,720742,5:02
Least Bittern,.mp3,https://xeno-canto.org/716774/download,Ixobrychus,716774,0:26
Least Bittern,.mp3,https://xeno-canto.org/705521/download,Ixobrychus,705521,3:22
Least Bittern,.mp3,https://xeno-canto.org/705520/download,Ixobrychus,705520,0:12
Least Bittern,.mp3,https://xeno-canto.org/705519/download,Ixobrychus,705519,0:08
Least Flycatcher,.mp3,https://xeno-canto.org/753700/download,Empidonax,753700,1:28
Least Flycatcher,.mp3,https://xeno-canto.org/753429/download,Empidonax,753429,0:33
Least Flycatcher,.mp3,https://xeno-canto.org/744807/download,Empidonax,744807,0:33
Least Flycatcher,.mp3,https://xeno-canto.org/744645/download,Empidonax,744645,0:03
Least Flycatcher,.mp3,https://xeno-canto.org/726997/download,Empidonax,726997,0:37
Least Sandpiper,.mp3,https://xeno-canto.org/742364/download,Calidris,742364,0:23
Least Sandpiper,.mp3,https://xeno-canto.org/742363/download,Calidris,742363,0:34
Least Sandpiper,.mp3,https://xeno-canto.org/742129/download,Calidris,742129,0:09
Least Sandpiper,.mp3,https://xeno-canto.org/695079/download,Calidris,695079,0:08
Least Sandpiper,.mp3,https://xeno-canto.org/691607/download,Calidris,691607,0:09
LeConte's Thrasher,.mp3,https://xeno-canto.org/775889/download,Toxostoma,775889,1:48
LeConte's Thrasher,.mp3,https://xeno-canto.org/775888/download,Toxostoma,775888,1:12
LeConte's Thrasher,.mp3,https://xeno-canto.org/662826/download,Toxostoma,662826,0:13
LeConte's Thrasher,.mp3,https://xeno-canto.org/661415/download,Toxostoma,661415,0:35
LeConte's Thrasher,.mp3,https://xeno-canto.org/661383/download,Toxostoma,661383,0:40
Lesser Goldfinch,.mp3,https://xeno-canto.org/769297/download,Spinus,769297,5:18
Lesser Goldfinch,.mp3,https://xeno-canto.org/757513/download,Spinus,757513,1:35
Lesser Goldfinch,.mp3,https://xeno-canto.org/755164/download,Spinus,755164,0:26
Lesser Goldfinch,.mp3,https://xeno-canto.org/747186/download,Spinus,747186,0:32
Lesser Goldfinch,.mp3,https://xeno-canto.org/740446/download,Spinus,740446,0:44
Lesser Nighthawk,.mp3,https://xeno-canto.org/710293/download,Chordeiles,710293,4:22
Lesser Nighthawk,.mp3,https://xeno-canto.org/710292/download,Chordeiles,710292,5:09
Lesser Nighthawk,.mp3,https://xeno-canto.org/710291/download,Chordeiles,710291,3:10
Lesser Nighthawk,.mp3,https://xeno-canto.org/608834/download,Chordeiles,608834,7:45
Lesser Nighthawk,.mp3,https://xeno-canto.org/608824/download,Chordeiles,608824,3:40
Lesser Yellowlegs,.wav,https://xeno-canto.org/786092/download,Tringa,786092,0:27
Lesser Yellowlegs,.wav,https://xeno-canto.org/786091/download,Tringa,786091,0:06
Lesser Yellowlegs,.wav,https://xeno-canto.org/786090/download,Tringa,786090,0:22
Lesser Yellowlegs,.wav,https://xeno-canto.org/786089/download,Tringa,786089,0:19
Lesser Yellowlegs,.wav,https://xeno-canto.org/783821/download,Tringa,783821,0:13
Lincoln's Sparrow,.wav,https://xeno-canto.org/794036/download,Melospiza,794036,1:12
Lincoln's Sparrow,.wav,https://xeno-canto.org/776450/download,Melospiza,776450,0:23
Lincoln's Sparrow,.mp3,https://xeno-canto.org/776449/download,Melospiza,776449,1:49
Lincoln's Sparrow,.wav,https://xeno-canto.org/776447/download,Melospiza,776447,0:48
Lincoln's Sparrow,.mp3,https://xeno-canto.org/753702/download,Melospiza,753702,1:09
Long-billed Curlew,.mp3,https://xeno-canto.org/636979/download,Numenius,636979,0:21
Long-billed Curlew,.mp3,https://xeno-canto.org/636978/download,Numenius,636978,0:09
Long-billed Curlew,.mp3,https://xeno-canto.org/606784/download,Numenius,606784,0:49
Long-billed Curlew,.mp3,https://xeno-canto.org/759460/download,Numenius,759460,0:21
Long-billed Curlew,.mp3,https://xeno-canto.org/681270/download,Numenius,681270,0:03
Long-billed Dowitcher,.mp3,https://xeno-canto.org/761084/download,Limnodromus,761084,0:13
Long-billed Dowitcher,.wav,https://xeno-canto.org/754791/download,Limnodromus,754791,0:50
Long-billed Dowitcher,.wav,https://xeno-canto.org/777082/download,Limnodromus,777082,0:03
Long-billed Dowitcher,.mp3,https://xeno-canto.org/775001/download,Limnodromus,775001,0:22
Long-billed Dowitcher,.mp3,https://xeno-canto.org/756229/download,Limnodromus,756229,0:20
Loggerhead Shrike,.mp3,https://xeno-canto.org/775100/download,Lanius,775100,3:17
Loggerhead Shrike,.mp3,https://xeno-canto.org/744643/download,Lanius,744643,0:01
Loggerhead Shrike,.mp3,https://xeno-canto.org/698485/download,Lanius,698485,0:04
Loggerhead Shrike,.mp3,https://xeno-canto.org/698484/download,Lanius,698484,0:13
Loggerhead Shrike,.mp3,https://xeno-canto.org/663976/download,Lanius,663976,2:44
Long-tailed Duck,.mp3,https://xeno-canto.org/787095/download,Clangula,787095,0:35
Long-tailed Duck,.mp3,https://xeno-canto.org/785778/download,Clangula,785778,0:42
Long-tailed Duck,.mp3,https://xeno-canto.org/785773/download,Clangula,785773,1:34
Long-tailed Duck,.mp3,https://xeno-canto.org/776401/download,Clangula,776401,0:40
Long-tailed Duck,.wav,https://xeno-canto.org/764679/download,Clangula,764679,0:15
Louisiana Waterthrush,.mp3,https://xeno-canto.org/784334/download,Parkesia,784334,1:43
Louisiana Waterthrush,.mp3,https://xeno-canto.org/723381/download,Parkesia,723381,1:26
Louisiana Waterthrush,.mp3,https://xeno-canto.org/714922/download,Parkesia,714922,2:14
Louisiana Waterthrush,.mp3,https://xeno-canto.org/696427/download,Parkesia,696427,0:09
Louisiana Waterthrush,.mp3,https://xeno-canto.org/691612/download,Parkesia,691612,1:41
MacGillivray's Warbler,.wav,https://xeno-canto.org/782287/download,Geothlypis,782287,0:57
MacGillivray's Warbler,.wav,https://xeno-canto.org/782285/download,Geothlypis,782285,1:00
MacGillivray's Warbler,.mp3,https://xeno-canto.org/780548/download,Geothlypis,780548,0:49
MacGillivray's Warbler,.wav,https://xeno-canto.org/766385/download,Geothlypis,766385,1:03
MacGillivray's Warbler,.wav,https://xeno-canto.org/762298/download,Geothlypis,762298,0:55
Magnolia Warbler,.wav,https://xeno-canto.org/787201/download,Setophaga,787201,1:23
Magnolia Warbler,.mp3,https://xeno-canto.org/753188/download,Setophaga,753188,1:48
Magnolia Warbler,.mp3,https://xeno-canto.org/729540/download,Setophaga,729540,0:02
Magnolia Warbler,.mp3,https://xeno-canto.org/729497/download,Setophaga,729497,0:58
Magnolia Warbler,.mp3,https://xeno-canto.org/721665/download,Setophaga,721665,2:19
Mallard,.mp3,https://xeno-canto.org/794380/download,Anas,794380,0:12
Mallard,.mp3,https://xeno-canto.org/793285/download,Anas,793285,0:06
Mallard,.wav,https://xeno-canto.org/792546/download,Anas,792546,0:22
Mallard,.mp3,https://xeno-canto.org/792137/download,Anas,792137,0:11
Mallard,.mp3,https://xeno-canto.org/792100/download,Anas,792100,0:37
Marsh Wren,.wav,https://xeno-canto.org/792617/download,Cistothorus,792617,0:46
Marsh Wren,.wav,https://xeno-canto.org/784047/download,Cistothorus,784047,0:51
Marsh Wren,.mp3,https://xeno-canto.org/781683/download,Cistothorus,781683,4:32
Marsh Wren,.mp3,https://xeno-canto.org/758996/download,Cistothorus,758996,0:52
Marsh Wren,.wav,https://xeno-canto.org/752994/download,Cistothorus,752994,1:29
Merlin,.mp3,https://xeno-canto.org/794520/download,Falco,794520,0:05
Merlin,.wav,https://xeno-canto.org/772591/download,Falco,772591,0:20
Merlin,.wav,https://xeno-canto.org/772589/download,Falco,772589,0:24
Merlin,.mp3,https://xeno-canto.org/742995/download,Falco,742995,0:07
Merlin,.mp3,https://xeno-canto.org/733649/download,Falco,733649,0:24
Mountain Bluebird,.wav,https://xeno-canto.org/777079/download,Sialia,777079,0:04
Mountain Bluebird,.mp3,https://xeno-canto.org/771834/download,Sialia,771834,0:05
Mountain Bluebird,.wav,https://xeno-canto.org/764692/download,Sialia,764692,0:35
Mountain Bluebird,.wav,https://xeno-canto.org/759665/download,Sialia,759665,0:53
Mountain Bluebird,.mp3,https://xeno-canto.org/711090/download,Sialia,711090,0:17
Mountain Chickadee,.mp3,https://xeno-canto.org/783575/download,Poecile,783575,0:32
Mountain Chickadee,.mp3,https://xeno-canto.org/748154/download,Poecile,748154,1:27
Mountain Chickadee,.mp3,https://xeno-canto.org/744267/download,Poecile,744267,1:14
Mountain Chickadee,.mp3,https://xeno-canto.org/717729/download,Poecile,717729,0:30
Mountain Chickadee,.mp3,https://xeno-canto.org/717724/download,Poecile,717724,0:10
Mourning Dove,.mp3,https://xeno-canto.org/767710/download,Zenaida,767710,1:37
Mourning Dove,.wav,https://xeno-canto.org/758692/download,Zenaida,758692,0:27
Mourning Dove,.mp3,https://xeno-canto.org/696289/download,Zenaida,696289,0:43
Mourning Dove,.mp3,https://xeno-canto.org/691623/download,Zenaida,691623,1:15
Mourning Dove,.mp3,https://xeno-canto.org/661720/download,Zenaida,661720,1:40
Northern Cardinal,.mp3,https://xeno-canto.org/793701/download,Cardinalis,793701,1:08
Northern Cardinal,.wav,https://xeno-canto.org/792359/download,Cardinalis,792359,0:56
Northern Cardinal,.mp3,https://xeno-canto.org/792208/download,Cardinalis,792208,0:55
Northern Cardinal,.wav,https://xeno-canto.org/791092/download,Cardinalis,791092,0:34
Northern Cardinal,.wav,https://xeno-canto.org/788188/download,Cardinalis,788188,0:16
Northern Flicker,.mp3,https://xeno-canto.org/793410/download,Colaptes,793410,1:58
Northern Flicker,.mp3,https://xeno-canto.org/792210/download,Colaptes,792210,1:43
Northern Flicker,.wav,https://xeno-canto.org/786155/download,Colaptes,786155,1:35
Northern Flicker,.mp3,https://xeno-canto.org/786154/download,Colaptes,786154,1:03
Northern Flicker,.mp3,https://xeno-canto.org/786153/download,Colaptes,786153,0:55
Northern Harrier,.mp3,https://xeno-canto.org/776694/download,Circus,776694,0:20
Northern Harrier,.mp3,https://xeno-canto.org/712531/download,Circus,712531,0:17
Northern Harrier,.mp3,https://xeno-canto.org/680397/download,Circus,680397,0:04
Northern Mockingbird,.mp3,https://xeno-canto.org/794379/download,Mimus,794379,0:11
Northern Mockingbird,.mp3,https://xeno-canto.org/794378/download,Mimus,794378,0:13
Northern Mockingbird,.mp3,https://xeno-canto.org/772601/download,Mimus,772601,8:06
Northern Mockingbird,.mp3,https://xeno-canto.org/772600/download,Mimus,772600,3:04
Northern Mockingbird,.mp3,https://xeno-canto.org/772598/download,Mimus,772598,10:54
Northern Parula,.mp3,https://xeno-canto.org/734505/download,Setophaga,734505,0:09
Northern Parula,.mp3,https://xeno-canto.org/734504/download,Setophaga,734504,0:20
Northern Parula,.mp3,https://xeno-canto.org/728355/download,Setophaga,728355,0:14
Northern Parula,.mp3,https://xeno-canto.org/728353/download,Setophaga,728353,1:49
Northern Parula,.mp3,https://xeno-canto.org/728347/download,Setophaga,728347,1:16
Northern Pintail,.mp3,https://xeno-canto.org/787656/download,Anas,787656,0:02
Northern Pintail,.mp3,https://xeno-canto.org/784742/download,Anas,784742,0:16
Northern Pintail,.mp3,https://xeno-canto.org/781064/download,Anas,781064,0:42
Northern Pintail,.mp3,https://xeno-canto.org/774004/download,Anas,774004,0:54
Northern Pintail,.wav,https://xeno-canto.org/770744/download,Anas,770744,0:24
Northern Shoveler,.mp3,https://xeno-canto.org/789413/download,Spatula,789413,0:22
Northern Shoveler,.mp3,https://xeno-canto.org/788222/download,Spatula,788222,0:12
Northern Shoveler,.wav,https://xeno-canto.org/786413/download,Spatula,786413,0:20
Northern Shoveler,.wav,https://xeno-canto.org/786412/download,Spatula,786412,1:23
Northern Shoveler,.wav,https://xeno-canto.org/786411/download,Spatula,786411,0:27
Northern Waterthrush,.wav,https://xeno-canto.org/794033/download,Parkesia,794033,3:09
Northern Waterthrush,.mp3,https://xeno-canto.org/771369/download,Parkesia,771369,0:30
Northern Waterthrush,.mp3,https://xeno-canto.org/753147/download,Parkesia,753147,0:43
Northern Waterthrush,.mp3,https://xeno-canto.org/752973/download,Parkesia,752973,0:37
Northern Waterthrush,.mp3,https://xeno-canto.org/752971/download,Parkesia,752971,1:09
Northern Rough-winged Swallow,.mp3,https://xeno-canto.org/782422/download,Stelgidopteryx,782422,0:41
Northern Rough-winged Swallow,.mp3,https://xeno-canto.org/733060/download,Stelgidopteryx,733060,1:08
Northern Rough-winged Swallow,.mp3,https://xeno-canto.org/732256/download,Stelgidopteryx,732256,2:34
Northern Rough-winged Swallow,.mp3,https://xeno-canto.org/731951/download,Stelgidopteryx,731951,0:17
Northern Rough-winged Swallow,.mp3,https://xeno-canto.org/786157/download,Stelgidopteryx,786157,0:24
Nuttall's Woodpecker,.mp3,https://xeno-canto.org/743814/download,Dryobates,743814,0:07
Nuttall's Woodpecker,.mp3,https://xeno-canto.org/716063/download,Dryobates,716063,4:20
Nuttall's Woodpecker,.mp3,https://xeno-canto.org/716057/download,Dryobates,716057,0:10
Nuttall's Woodpecker,.mp3,https://xeno-canto.org/703746/download,Dryobates,703746,0:46
Nuttall's Woodpecker,.mp3,https://xeno-canto.org/703744/download,Dryobates,703744,1:38
Olive-sided Flycatcher,.mp3,https://xeno-canto.org/748153/download,Contopus,748153,0:59
Olive-sided Flycatcher,.mp3,https://xeno-canto.org/736446/download,Contopus,736446,1:03
Olive-sided Flycatcher,.mp3,https://xeno-canto.org/692978/download,Contopus,692978,0:28
Olive-sided Flycatcher,.mp3,https://xeno-canto.org/657764/download,Contopus,657764,0:38
Olive-sided Flycatcher,.mp3,https://xeno-canto.org/623239/download,Contopus,623239,7:00
Orange-crowned Warbler,.mp3,https://xeno-canto.org/790939/download,Leiothlypis,790939,1:49
Orange-crowned Warbler,.wav,https://xeno-canto.org/789570/download,Leiothlypis,789570,0:58
Orange-crowned Warbler,.mp3,https://xeno-canto.org/753178/download,Leiothlypis,753178,0:46
Orange-crowned Warbler,.mp3,https://xeno-canto.org/749775/download,Leiothlypis,749775,0:50
Orange-crowned Warbler,.mp3,https://xeno-canto.org/749752/download,Leiothlypis,749752,1:59
Western Osprey,.mp3,https://xeno-canto.org/785472/download,Pandion,785472,0:12
Western Osprey,.wav,https://xeno-canto.org/758691/download,Pandion,758691,1:19
Western Osprey,.mp3,https://xeno-canto.org/749977/download,Pandion,749977,4:07
Western Osprey,.mp3,https://xeno-canto.org/739086/download,Pandion,739086,0:28
Western Osprey,.mp3,https://xeno-canto.org/727929/download,Pandion,727929,0:08
Ovenbird,.wav,https://xeno-canto.org/794032/download,Seiurus,794032,1:41
Ovenbird,.mp3,https://xeno-canto.org/784267/download,Seiurus,784267,1:56
Ovenbird,.wav,https://xeno-canto.org/784050/download,Seiurus,784050,0:41
Ovenbird,.wav,https://xeno-canto.org/783558/download,Seiurus,783558,2:42
Ovenbird,.mp3,https://xeno-canto.org/727279/download,Seiurus,727279,0:54
Palm Warbler,.mp3,https://xeno-canto.org/691646/download,Setophaga,691646,0:33
Palm Warbler,.mp3,https://xeno-canto.org/691644/download,Setophaga,691644,3:28
Palm Warbler,.mp3,https://xeno-canto.org/689006/download,Setophaga,689006,0:22
Palm Warbler,.mp3,https://xeno-canto.org/653737/download,Setophaga,653737,2:12
Palm Warbler,.mp3,https://xeno-canto.org/640356/download,Setophaga,640356,3:28
Pacific-slope Flycatcher,.wav,https://xeno-canto.org/782404/download,Empidonax,782404,3:11
Pacific-slope Flycatcher,.mp3,https://xeno-canto.org/753152/download,Empidonax,753152,3:01
Pacific-slope Flycatcher,.mp3,https://xeno-canto.org/753151/download,Empidonax,753151,2:11
Pacific-slope Flycatcher,.mp3,https://xeno-canto.org/753150/download,Empidonax,753150,0:20
Pacific-slope Flycatcher,.mp3,https://xeno-canto.org/753149/download,Empidonax,753149,0:33
Pectoral Sandpiper,.mp3,https://xeno-canto.org/765723/download,Calidris,765723,0:06
Pectoral Sandpiper,.wav,https://xeno-canto.org/759157/download,Calidris,759157,0:24
Pectoral Sandpiper,.mp3,https://xeno-canto.org/749089/download,Calidris,749089,0:47
Pectoral Sandpiper,.mp3,https://xeno-canto.org/748871/download,Calidris,748871,0:11
Pectoral Sandpiper,.mp3,https://xeno-canto.org/748010/download,Calidris,748010,0:07
Peregrine Falcon,.mp3,https://xeno-canto.org/787862/download,Falco,787862,0:09
Peregrine Falcon,.mp3,https://xeno-canto.org/786158/download,Falco,786158,0:18
Peregrine Falcon,.wav,https://xeno-canto.org/777841/download,Falco,777841,0:16
Peregrine Falcon,.mp3,https://xeno-canto.org/777763/download,Falco,777763,0:11
Peregrine Falcon,.mp3,https://xeno-canto.org/776245/download,Falco,776245,0:08
Phainopepla,.wav,https://xeno-canto.org/777070/download,Phainopepla,777070,0:35
Phainopepla,.wav,https://xeno-canto.org/777062/download,Phainopepla,777062,0:13
Phainopepla,.mp3,https://xeno-canto.org/773218/download,Phainopepla,773218,3:43
Phainopepla,.mp3,https://xeno-canto.org/698971/download,Phainopepla,698971,0:41
Phainopepla,.mp3,https://xeno-canto.org/661308/download,Phainopepla,661308,2:54
Pied-billed Grebe,.mp3,https://xeno-canto.org/770459/download,Podilymbus,770459,3:06
Pied-billed Grebe,.mp3,https://xeno-canto.org/770457/download,Podilymbus,770457,3:03
Pied-billed Grebe,.mp3,https://xeno-canto.org/737747/download,Podilymbus,737747,0:19
Pied-billed Grebe,.mp3,https://xeno-canto.org/698503/download,Podilymbus,698503,0:07
Pied-billed Grebe,.mp3,https://xeno-canto.org/698502/download,Podilymbus,698502,0:17
Pileated Woodpecker,.mp3,https://xeno-canto.org/752977/download,Dryocopus,752977,2:07
Pileated Woodpecker,.mp3,https://xeno-canto.org/723795/download,Dryocopus,723795,2:47
Pileated Woodpecker,.mp3,https://xeno-canto.org/714469/download,Dryocopus,714469,0:20
Pileated Woodpecker,.mp3,https://xeno-canto.org/703903/download,Dryocopus,703903,0:06
Pileated Woodpecker,.mp3,https://xeno-canto.org/691470/download,Dryocopus,691470,3:10
Pine Grosbeak,.wav,https://xeno-canto.org/789571/download,Pinicola,789571,0:27
Pine Grosbeak,.mp3,https://xeno-canto.org/788697/download,Pinicola,788697,1:47
Pine Grosbeak,.mp3,https://xeno-canto.org/782911/download,Pinicola,782911,0:28
Pine Grosbeak,.wav,https://xeno-canto.org/782403/download,Pinicola,782403,0:27
Pine Grosbeak,.wav,https://xeno-canto.org/781908/download,Pinicola,781908,1:07
Pinyon Jay,.mp3,https://xeno-canto.org/602304/download,Gymnorhinus,602304,1:06
Pinyon Jay,.mp3,https://xeno-canto.org/602303/download,Gymnorhinus,602303,0:33
Pinyon Jay,.mp3,https://xeno-canto.org/602301/download,Gymnorhinus,602301,0:08
Pinyon Jay,.mp3,https://xeno-canto.org/602088/download,Gymnorhinus,602088,1:24
Pinyon Jay,.mp3,https://xeno-canto.org/602087/download,Gymnorhinus,602087,0:47
Pine Siskin,.mp3,https://xeno-canto.org/725970/download,Spinus,725970,3:14
Pine Siskin,.mp3,https://xeno-canto.org/707951/download,Spinus,707951,0:02
Pine Siskin,.mp3,https://xeno-canto.org/678985/download,Spinus,678985,0:09
Pine Siskin,.mp3,https://xeno-canto.org/677395/download,Spinus,677395,0:11
Pine Siskin,.mp3,https://xeno-canto.org/677393/download,Spinus,677393,1:21
Western Subalpine Warbler,.mp3,https://xeno-canto.org/782323/download,Curruca,782323,0:28
Western Subalpine Warbler,.mp3,https://xeno-canto.org/781953/download,Curruca,781953,0:08
Western Subalpine Warbler,.mp3,https://xeno-canto.org/725234/download,Curruca,725234,0:51
Western Subalpine Warbler,.mp3,https://xeno-canto.org/725231/download,Curruca,725231,1:43
Western Subalpine Warbler,.mp3,https://xeno-canto.org/725229/download,Curruca,725229,1:12
Plumbeous Vireo,.mp3,https://xeno-canto.org/780055/download,Vireo,780055,8:56
Plumbeous Vireo,.mp3,https://xeno-canto.org/776030/download,Vireo,776030,0:46
Plumbeous Vireo,.mp3,https://xeno-canto.org/729932/download,Vireo,729932,0:57
Plumbeous Vireo,.mp3,https://xeno-canto.org/728855/download,Vireo,728855,1:26
Plumbeous Vireo,.mp3,https://xeno-canto.org/728655/download,Vireo,728655,0:14
Prairie Warbler,.mp3,https://xeno-canto.org/729713/download,Setophaga,729713,0:47
Prairie Warbler,.mp3,https://xeno-canto.org/729709/download,Setophaga,729709,0:53
Prairie Warbler,.mp3,https://xeno-canto.org/717440/download,Setophaga,717440,1:49
Prairie Warbler,.mp3,https://xeno-canto.org/691783/download,Setophaga,691783,0:51
Prairie Warbler,.mp3,https://xeno-canto.org/691782/download,Setophaga,691782,1:06
Purple Finch,.mp3,https://xeno-canto.org/743163/download,Haemorhous,743163,0:53
Purple Finch,.mp3,https://xeno-canto.org/742993/download,Haemorhous,742993,1:51
Purple Finch,.mp3,https://xeno-canto.org/731968/download,Haemorhous,731968,0:06
Purple Finch,.mp3,https://xeno-canto.org/726998/download,Haemorhous,726998,0:34
Purple Finch,.mp3,https://xeno-canto.org/691786/download,Haemorhous,691786,0:29
Pygmy Nuthatch,.wav,https://xeno-canto.org/764901/download,Sitta,764901,0:38
Pygmy Nuthatch,.mp3,https://xeno-canto.org/712266/download,Sitta,712266,0:08
Pygmy Nuthatch,.mp3,https://xeno-canto.org/702566/download,Sitta,702566,0:48
Pygmy Nuthatch,.mp3,https://xeno-canto.org/629540/download,Sitta,629540,0:14
Pygmy Nuthatch,.mp3,https://xeno-canto.org/629538/download,Sitta,629538,3:36
Red-breasted Merganser,.mp3,https://xeno-canto.org/737057/download,Mergus,737057,1:52
Red-breasted Merganser,.mp3,https://xeno-canto.org/660676/download,Mergus,660676,0:30
Red-breasted Merganser,.mp3,https://xeno-canto.org/660675/download,Mergus,660675,0:16
Red-breasted Merganser,.mp3,https://xeno-canto.org/657254/download,Mergus,657254,0:06
Red-breasted Merganser,.mp3,https://xeno-canto.org/655415/download,Mergus,655415,1:38
Red-breasted Nuthatch,.wav,https://xeno-canto.org/776755/download,Sitta,776755,1:34
Red-breasted Nuthatch,.mp3,https://xeno-canto.org/762391/download,Sitta,762391,0:06
Red-breasted Nuthatch,.mp3,https://xeno-canto.org/759977/download,Sitta,759977,1:59
Red-breasted Nuthatch,.mp3,https://xeno-canto.org/753160/download,Sitta,753160,0:05
Red-breasted Nuthatch,.mp3,https://xeno-canto.org/753117/download,Sitta,753117,0:56
Red-breasted Sapsucker,.mp3,https://xeno-canto.org/738560/download,Sphyrapicus,738560,0:23
Red-breasted Sapsucker,.mp3,https://xeno-canto.org/736411/download,Sphyrapicus,736411,1:14
Red-breasted Sapsucker,.mp3,https://xeno-canto.org/729522/download,Sphyrapicus,729522,2:39
Red-breasted Sapsucker,.mp3,https://xeno-canto.org/613145/download,Sphyrapicus,613145,0:36
Red-breasted Sapsucker,.mp3,https://xeno-canto.org/612656/download,Sphyrapicus,612656,1:15
Red-bellied Woodpecker,.mp3,https://xeno-canto.org/780787/download,Melanerpes,780787,0:34
Red-bellied Woodpecker,.mp3,https://xeno-canto.org/778660/download,Melanerpes,778660,17:10
Red-bellied Woodpecker,.mp3,https://xeno-canto.org/755629/download,Melanerpes,755629,0:57
Red-bellied Woodpecker,.mp3,https://xeno-canto.org/713255/download,Melanerpes,713255,0:15
Red-bellied Woodpecker,.mp3,https://xeno-canto.org/713254/download,Melanerpes,713254,0:08
Red Crossbill,.mp3,https://xeno-canto.org/794230/download,Loxia,794230,0:12
Red Crossbill,.mp3,https://xeno-canto.org/791017/download,Loxia,791017,0:23
Red Crossbill,.wav,https://xeno-canto.org/790872/download,Loxia,790872,0:39
Red Crossbill,.mp3,https://xeno-canto.org/789907/download,Loxia,789907,0:49
Red Crossbill,.mp3,https://xeno-canto.org/789906/download,Loxia,789906,0:49
Redhead,.mp3,https://xeno-canto.org/603726/download,Aythya,603726,0:41
Red-eyed Vireo,.wav,https://xeno-canto.org/794034/download,Vireo,794034,0:58
Red-eyed Vireo,.mp3,https://xeno-canto.org/740431/download,Vireo,740431,1:00
Red-eyed Vireo,.mp3,https://xeno-canto.org/738288/download,Vireo,738288,1:07
Red-eyed Vireo,.mp3,https://xeno-canto.org/738211/download,Vireo,738211,1:46
Red-eyed Vireo,.mp3,https://xeno-canto.org/733482/download,Vireo,733482,0:24
Red-necked Phalarope,.mp3,https://xeno-canto.org/785485/download,Phalaropus,785485,0:05
Red-necked Phalarope,.mp3,https://xeno-canto.org/765647/download,Phalaropus,765647,0:53
Red-necked Phalarope,.mp3,https://xeno-canto.org/765646/download,Phalaropus,765646,0:14
Red-necked Phalarope,.mp3,https://xeno-canto.org/765645/download,Phalaropus,765645,0:56
Red-necked Phalarope,.mp3,https://xeno-canto.org/756816/download,Phalaropus,756816,0:10
Red-shouldered Hawk,.mp3,https://xeno-canto.org/792166/download,Buteo,792166,0:11
Red-shouldered Hawk,.mp3,https://xeno-canto.org/778671/download,Buteo,778671,2:15
Red-shouldered Hawk,.mp3,https://xeno-canto.org/731830/download,Buteo,731830,2:30
Red-shouldered Hawk,.mp3,https://xeno-canto.org/729076/download,Buteo,729076,0:07
Red-shouldered Hawk,.mp3,https://xeno-canto.org/712976/download,Buteo,712976,0:11
Red-tailed Hawk,.mp3,https://xeno-canto.org/729866/download,Buteo,729866,0:05
Red-tailed Hawk,.mp3,https://xeno-canto.org/691878/download,Buteo,691878,2:17
Red-tailed Hawk,.mp3,https://xeno-canto.org/691877/download,Buteo,691877,1:05
Red-tailed Hawk,.mp3,https://xeno-canto.org/666552/download,Buteo,666552,2:28
Red-tailed Hawk,.mp3,https://xeno-canto.org/664881/download,Buteo,664881,1:28
Red-winged Blackbird,.mp3,https://xeno-canto.org/793407/download,Agelaius,793407,2:37
Red-winged Blackbird,.mp3,https://xeno-canto.org/792152/download,Agelaius,792152,0:38
Red-winged Blackbird,.mp3,https://xeno-canto.org/792151/download,Agelaius,792151,0:17
Red-winged Blackbird,.mp3,https://xeno-canto.org/792149/download,Agelaius,792149,1:03
Red-winged Blackbird,.mp3,https://xeno-canto.org/781079/download,Agelaius,781079,0:36
Ring-billed Gull,.mp3,https://xeno-canto.org/777534/download,Larus,777534,1:05
Ring-billed Gull,.wav,https://xeno-canto.org/771232/download,Larus,771232,0:10
Ring-billed Gull,.mp3,https://xeno-canto.org/711094/download,Larus,711094,1:31
Ring-billed Gull,.mp3,https://xeno-canto.org/657948/download,Larus,657948,1:17
Ring-billed Gull,.mp3,https://xeno-canto.org/636397/download,Larus,636397,0:30
Ring-necked Duck,.mp3,https://xeno-canto.org/640712/download,Aythya,640712,0:19
Ring-necked Duck,.mp3,https://xeno-canto.org/640711/download,Aythya,640711,0:17
Ring-necked Duck,.mp3,https://xeno-canto.org/704384/download,Aythya,704384,0:12
Ring-necked Duck,.mp3,https://xeno-canto.org/626707/download,Aythya,626707,0:47
Ring-necked Duck,.mp3,https://xeno-canto.org/621693/download,Aythya,621693,0:09
